.01 ANLAMLILIK DÜZEYİNDE M4 


Suspected Copier Suspected Source W.pvalue GBT.pvalue M4.pvalue K.pvalue K1.pvalue K2.pvalue S1.pvalue S2.pvalue
		e100248          e100191    0.002      0.007     0.008    0.032     0.018     0.033     0.022     0.025
		e100505          e100191    0.001      0.008     0.007    0.024     0.024     0.027     0.044     0.049
		e100225          e100199    0.000      0.001     0.001    0.010     0.002     0.006     0.006     0.008
		e100304          e100199    0.001      0.006     0.007    0.036     0.011     0.024     0.017     0.020
		e100452          e100199    0.000      0.002     0.002    0.004     0.006     0.010     0.015     0.017
		e100505          e100199    0.000      0.001     0.001    0.004     0.004     0.005     0.013     0.015
		e100624          e100199    0.000      0.005     0.003    0.008     0.015     0.010     0.052     0.056
		e100199          e100225    0.001      0.001     0.001    0.026     0.007     0.016     0.016     0.019 
		e100523          e100225    0.006      0.007     0.005    0.042     0.043     0.052     0.071     0.076
		e100191          e100248    0.001      0.007     0.008    0.023     0.007     0.014     0.014     0.017
		e100452          e100248    0.000      0.001     0.000    0.003     0.002     0.003     0.007     0.009
		e100505          e100248    0.001      0.009     0.007    0.016     0.015     0.017     0.032     0.036
		e100624          e100248    0.000      0.001     0.000    0.001     0.003     0.002     0.018     0.020
		e100199          e100304    0.004      0.006     0.007    0.034     0.015     0.035     0.024     0.028
		e100505          e100304    0.001      0.005     0.003    0.024     0.019     0.023     0.039     0.044
		e100199          e100452    0.000      0.002     0.002    0.001     0.001     0.002     0.006     0.008
		e100248          e100452    0.000      0.001     0.000    0.002     0.001     0.001     0.004     0.005
		e100505          e100452    0.000      0.000     0.000    0.000     0.000     0.000     0.001     0.001
		e100624          e100452    0.000      0.000     0.000    0.000     0.000     0.000     0.005     0.006
		e100191          e100505    0.005      0.008     0.007    0.010     0.006     0.014     0.018     0.014
		e100199          e100505    0.000      0.001     0.001    0.001     0.001     0.002     0.005     0.007
		e100248          e100505    0.005      0.009     0.007    0.025     0.008     0.017     0.018     0.023
		e100304          e100505    0.002      0.005     0.003    0.011     0.004     0.009     0.012     0.016
		e100452          e100505    0.000      0.000     0.000    0.000     0.000     0.000     0.001     0.001
		e100624          e100505    0.000      0.000     0.000    0.000     0.000     0.000     0.001     0.001
		e100225          e100523    0.007      0.007     0.005    0.025     0.009     0.021     0.022     0.027
		e100199          e100624    0.002      0.005     0.003    0.001     0.002     0.003     0.009     0.014
		e100248          e100624    0.000      0.001     0.000    0.001     0.000     0.000     0.003     0.005
		e100452          e100624    0.000      0.000     0.000    0.000     0.000     0.000     0.001     0.002
		e100505          e100624    0.000      0.000     0.000    0.000     0.000     0.000     0.000     0.000
		
		
		e100455          e100210    0.002      0.003     0.002    0.031     0.025     0.038     0.040     0.044
		e101134          e100210    0.009      0.006     0.006    0.091     0.032     0.064     0.039     0.043
		e100210          e100455    0.009      0.003     0.002    0.011     0.008     0.017     0.026     0.031
		e100210          e101134    0.006      0.006     0.006    0.081     0.012     0.025     0.023     0.027
		
		
		e101246          e100364    0.013      0.012     0.010    0.070     0.037     0.042     0.053     0.059
		e100364          e101246    0.016      0.012     0.010    0.077     0.034     0.048     0.054     0.061
		
		
		e100750          e100685    0.025      0.012     0.008    0.051     0.011     0.022     0.037     0.047
		e101123          e100685    0.014      0.006     0.004    0.011     0.007     0.013     0.027     0.035
		e100685          e100750    0.006      0.012     0.008    0.051     0.089     0.062     0.187     0.192
		e100685          e101123    0.001      0.006     0.004    0.037     0.040     0.025     0.108     0.114
		
		
		e100535          e100446    0.001      0.012     0.008    0.009     0.010     0.011     0.026     0.031
		e100446          e100535    0.016      0.012     0.008    0.046     0.030     0.045     0.055     0.064
		
		
		e100568          e100213    0.000      0.002     0.002    0.006     0.007     0.008     0.020     0.023
		e100213          e100568    0.006      0.002     0.002    0.050     0.005     0.015     0.021     0.025
		
		
		e101336          e101114    0.001      0.003     0.002    0.043     0.020     0.022     0.043     0.048
		e101114          e101336    0.017      0.003     0.002    0.010     0.010     0.025     0.034     0.040
		
		
		e101587          e100370    0.002      0.013     0.007    0.033     0.067     0.039     0.165     0.170
		e100370          e101587    0.014      0.013     0.007    0.007     0.005     0.009     0.022     0.030
		
		
		e101002          e100884    0.014      0.013     0.007    0.066     0.101     0.064     0.196     0.204
		e100884          e101002    0.024      0.013     0.007    0.049     0.041     0.044     0.084     0.098
		e101536          e101002    0.022      0.014     0.006    0.054     0.056     0.055     0.108     0.122
		e101002          e101536    0.013      0.014     0.006    0.074     0.109     0.077     0.189     0.200
		
		
		e100255          e100205    0.003      0.005     0.005    0.025     0.015     0.027     0.022     0.025
		e100205          e100255    0.002      0.005     0.005    0.012     0.011     0.017     0.020     0.023
		
		
		e101484          e101121    0.002      0.013     0.010    0.034     0.033     0.032     0.070     0.076
		e101121          e101484    0.021      0.013     0.010    0.018     0.013     0.021     0.036     0.044
		
		
		e101624          e101597    0.001      0.002     0.000    0.018     0.053     0.024     0.124     0.137
